Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
2014,Rep. of Moldova,Saudi Arabia,0,0,1
2014,Rep. of Moldova,Sudan,8,0,8
2014,Rep. of Moldova,Sierra Leone,0,0,1
2014,Rep. of Moldova,Syrian Arab Rep.,186,0,208
2014,Rep. of Moldova,Tajikistan,4,0,4
2014,Rep. of Moldova,Turkmenistan,2,0,4
2014,Rep. of Moldova,Tunisia,0,0,1
2014,Rep. of Moldova,Turkey,2,0,3
2014,Rep. of Moldova,United Rep. of Tanzania,1,0,1
2014,Rep. of Moldova,Ukraine,17,0,100
2014,Rep. of Moldova,Uzbekistan,9,0,11
2014,Rep. of Moldova,Stateless,0,0,2036
2014,Rep. of Moldova,Yemen,1,0,1
2014,Rep. of Moldova,Zimbabwe,1,0,1
2014,Madagascar,Afghanistan,1,0,2
2014,Madagascar,Central African Rep.,0,0,1
2014,Madagascar,Dem. Rep. of the Congo,1,0,1
2014,Madagascar,Congo,0,0,1
2014,Madagascar,Liberia,0,0,3
2014,Madagascar,Madagascar,0,0,1
2014,Madagascar,Pakistan,6,0,6
2014,Madagascar,Palestinian,3,0,4
2014,Madagascar,Rwanda,0,1,1
2014,Madagascar,Somalia,0,0,1
2014,Mexico,Afghanistan,2,0,8
2014,Mexico,Angola,3,0,3
2014,Mexico,Albania,4,0,7
2014,Mexico,Argentina,0,0,2
2014,Mexico,Burundi,1,0,1
2014,Mexico,Benin,0,0,1
2014,Mexico,Bangladesh,4,0,19
2014,Mexico,Belize,1,0,4
2014,Mexico,Bolivia (Plurinational State of),1,0,1
2014,Mexico,Brazil,1,0,1
2014,Mexico,Canada,0,0,2
2014,Mexico,Chile,2,0,3
2014,Mexico,China,5,0,6
2014,Mexico,Côte d'Ivoire,4,0,5
2014,Mexico,Cameroon,13,0,25
2014,Mexico,Dem. Rep. of the Congo,63,0,70
2014,Mexico,Congo,17,0,22
2014,Mexico,Colombia,255,0,334
2014,Mexico,Costa Rica,0,0,4
2014,Mexico,Cuba,43,0,240
2014,Mexico,Czech Rep.,0,0,1
2014,Mexico,Dominican Rep.,8,0,19
2014,Mexico,Algeria,1,0,1
2014,Mexico,Ecuador,1,0,10
2014,Mexico,Egypt,2,0,3
2014,Mexico,Eritrea,7,0,11
2014,Mexico,Ethiopia,7,0,10
2014,Mexico,France,0,0,1
2014,Mexico,Ghana,4,0,19
2014,Mexico,Guinea,1,0,7
2014,Mexico,Guatemala,324,0,442
2014,Mexico,Honduras,288,0,1535
2014,Mexico,Haiti,175,0,227
2014,Mexico,Indonesia,1,0,1
2014,Mexico,India,9,0,142
2014,Mexico,Iran (Islamic Rep. of),25,0,28
2014,Mexico,Iraq,31,0,36
2014,Mexico,Jamaica,2,0,2
2014,Mexico,Jordan,1,0,1
2014,Mexico,Lebanon,1,0,1
2014,Mexico,Libya,1,0,2
2014,Mexico,Sri Lanka,19,0,30
2014,Mexico,Morocco,1,0,1
2014,Mexico,The former Yugoslav Republic of Macedonia,1,0,1
2014,Mexico,Myanmar,0,0,4
2014,Mexico,Mauritania,0,0,1
2014,Mexico,Namibia,0,0,1
2014,Mexico,Nigeria,18,0,68
2014,Mexico,Nicaragua,14,0,63
2014,Mexico,Nepal,0,0,10
2014,Mexico,Pakistan,4,0,9
2014,Mexico,Peru,10,0,10
2014,Mexico,Palestinian,3,0,5
2014,Mexico,Romania,7,0,7
2014,Mexico,Russian Federation,6,0,15
2014,Mexico,Rwanda,1,0,1
2014,Mexico,Senegal,0,0,1
2014,Mexico,Singapore,0,0,1
2014,Mexico,Sierra Leone,1,0,2
2014,Mexico,El Salvador,418,0,1110
2014,Mexico,Somalia,0,0,7
2014,Mexico,Serbia and Kosovo (S/RES/1244 (1999)),2,0,2
2014,Mexico,Syrian Arab Rep.,13,0,19
2014,Mexico,Togo,0,0,1
2014,Mexico,Timor-Leste,0,0,1
2014,Mexico,Ukraine,0,0,10
2014,Mexico,United States of America,0,0,16
2014,Mexico,Venezuela (Bolivarian Republic of),10,0,55
2014,Mexico,Stateless,0,0,13
2014,Mexico,South Africa,1,0,1
2014,The former Yugoslav Republic of Macedonia,Afghanistan,1,0,559
2014,The former Yugoslav Republic of Macedonia,Burkina Faso,0,0,1
2014,The former Yugoslav Republic of Macedonia,Bangladesh,0,0,11
2014,The former Yugoslav Republic of Macedonia,Bulgaria,0,0,1
2014,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,6,0,6
2014,The former Yugoslav Republic of Macedonia,Central African Rep.,0,0,1
2014,The former Yugoslav Republic of Macedonia,Côte d'Ivoire,0,0,4
2014,The former Yugoslav Republic of Macedonia,Congo,0,0,2
2014,The former Yugoslav Republic of Macedonia,Comoros,0,0,12
2014,The former Yugoslav Republic of Macedonia,Algeria,0,0,10
2014,The former Yugoslav Republic of Macedonia,Egypt,0,0,1
2014,The former Yugoslav Republic of Macedonia,Eritrea,0,0,15
2014,The former Yugoslav Republic of Macedonia,Western Sahara,0,0,3
2014,The former Yugoslav Republic of Macedonia,Ghana,0,0,11
2014,The former Yugoslav Republic of Macedonia,Guinea,0,0,8
2014,The former Yugoslav Republic of Macedonia,Gambia,0,0,3
2014,The former Yugoslav Republic of Macedonia,Greece,0,0,1
2014,The former Yugoslav Republic of Macedonia,Croatia,0,0,1
2014,The former Yugoslav Republic of Macedonia,India,0,0,3
2014,The former Yugoslav Republic of Macedonia,Iran (Islamic Rep. of),0,0,6
2014,The former Yugoslav Republic of Macedonia,Iraq,0,0,8
2014,The former Yugoslav Republic of Macedonia,Kazakhstan,0,0,3
2014,The former Yugoslav Republic of Macedonia,Libya,0,0,2
2014,The former Yugoslav Republic of Macedonia,Morocco,0,0,7
2014,The former Yugoslav Republic of Macedonia,Mali,0,0,13
2014,The former Yugoslav Republic of Macedonia,Myanmar,0,0,4
2014,The former Yugoslav Republic of Macedonia,Mauritania,0,0,3
2014,The former Yugoslav Republic of Macedonia,Nigeria,0,0,25
2014,The former Yugoslav Republic of Macedonia,Pakistan,0,0,66
2014,The former Yugoslav Republic of Macedonia,Palestinian,1,0,24
2014,The former Yugoslav Republic of Macedonia,Russian Federation,0,0,3
2014,The former Yugoslav Republic of Macedonia,Rwanda,0,0,1
2014,The former Yugoslav Republic of Macedonia,Sudan,0,0,6
2014,The former Yugoslav Republic of Macedonia,Senegal,0,0,8
2014,The former Yugoslav Republic of Macedonia,Sierra Leone,0,0,2
2014,The former Yugoslav Republic of Macedonia,Somalia,0,0,59
2014,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),863,84,954
2014,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,11,0,665
2014,The former Yugoslav Republic of Macedonia,Togo,0,0,1
2014,The former Yugoslav Republic of Macedonia,Tunisia,0,0,1
2014,The former Yugoslav Republic of Macedonia,United Rep. of Tanzania,0,0,1
2014,The former Yugoslav Republic of Macedonia,Ukraine,1,0,2
2014,The former Yugoslav Republic of Macedonia,Stateless,0,0,742
2014,Mali,Burundi,25,0,25
2014,Mali,Central African Rep.,874,0,1241
2014,Mali,Côte d'Ivoire,1088,0,1239
2014,Mali,Cameroon,0,0,1
2014,Mali,Dem. Rep. of the Congo,213,0,318
2014,Mali,Congo,29,0,29
2014,Mali,Guinea,3,0,3
2014,Mali,Gambia,0,0,4
2014,Mali,Sri Lanka,1,0,1
2014,Mali,Mali,0,0,254822
2014,Mali,Mauritania,12898,0,12898
2014,Mali,Nigeria,0,0,2
2014,Mali,Pakistan,5,0,5
2014,Mali,Rwanda,33,0,36
2014,Mali,Sudan,0,0,1
2014,Mali,Sierra Leone,0,0,1
2014,Mali,Syrian Arab Rep.,16,0,17
2014,Mali,Chad,2,0,2
2014,Mali,Togo,7,0,8
2014,Mali,Tunisia,1,0,1
2014,Malta,Bangladesh,6,0,7
2014,Malta,Belarus,9,0,9
2014,Malta,China,12,0,12
2014,Malta,Côte d'Ivoire,3,0,3
2014,Malta,Cameroon,9,0,10
2014,Malta,Dem. Rep. of the Congo,3,0,3
2014,Malta,Algeria,0,0,1
2014,Malta,Egypt,30,0,33
2014,Malta,Eritrea,950,0,957
2014,Malta,Ethiopia,112,0,116
2014,Malta,Georgia,3,0,3
2014,Malta,Ghana,1,0,2
2014,Malta,Guinea,1,0,3
2014,Malta,Gambia,4,0,21
2014,Malta,Guinea-Bissau,1,0,1
2014,Malta,India,1,0,1
2014,Malta,Iran (Islamic Rep. of),13,0,13
2014,Malta,Iraq,26,0,26
2014,Malta,Jordan,1,0,1
2014,Malta,Kazakhstan,1,0,1
2014,Malta,Lebanon,1,0,1
2014,Malta,Libya,539,0,607
2014,Malta,Sri Lanka,7,0,7
2014,Malta,Morocco,12,0,12
2014,Malta,Mali,12,0,13
2014,Malta,Myanmar,1,0,1
2014,Malta,Nigeria,36,0,49
2014,Malta,Nepal,1,0,1
2014,Malta,Pakistan,46,0,46
2014,Malta,Palestinian,43,0,45
2014,Malta,Russian Federation,12,0,12
2014,Malta,Saudi Arabia,1,0,1
2014,Malta,Sudan,195,0,198
2014,Malta,Senegal,3,0,6
2014,Malta,Somalia,2270,0,2277
2014,Malta,Serbia and Kosovo (S/RES/1244 (1999)),3,0,3
2014,Malta,South Sudan,22,0,22
2014,Malta,Syrian Arab Rep.,1047,0,1081
2014,Malta,Chad,3,0,3
2014,Malta,Togo,2,0,2
2014,Malta,Turkmenistan,2,0,2
2014,Malta,Tunisia,5,0,9
2014,Malta,Turkey,4,0,4
2014,Malta,Ukraine,27,0,32
2014,Malta,United States of America,0,0,1
2014,Malta,Various/Unknown,615,0,615
2014,Myanmar,Myanmar,0,0,376500
2014,Myanmar,Stateless,0,0,810000
2014,Montenegro,Bosnia and Herzegovina,608,0,608
2014,Montenegro,Belarus,1,0,1
2014,Montenegro,Dem. Rep. of the Congo,0,0,3
2014,Montenegro,Eritrea,0,0,19
2014,Montenegro,Croatia,214,2,218
2014,Montenegro,Iran (Islamic Rep. of),1,0,2
2014,Montenegro,Iraq,1,0,4
2014,Montenegro,Morocco,2,0,2
2014,Montenegro,Nigeria,1,0,4
2014,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),5633,131,5764
2014,Montenegro,Syrian Arab Rep.,0,0,36
2014,Montenegro,Uzbekistan,0,0,2
2014,Montenegro,Stateless,0,0,3296
2014,Montenegro,Various/Unknown,0,0,11021
2014,Montenegro,Yemen,1,0,1
2014,Mongolia,Afghanistan,1,0,3
2014,Mongolia,China,1,0,6
2014,Mongolia,Cuba,0,0,2
2014,Mongolia,Syrian Arab Rep.,4,0,4
2014,Mongolia,Stateless,0,0,16
2014,Mozambique,Afghanistan,1,0,2
2014,Mozambique,Angola,3,0,8
2014,Mozambique,Burundi,971,0,4693
2014,Mozambique,Central African Rep.,0,0,4
2014,Mozambique,Côte d'Ivoire,0,0,6
2014,Mozambique,Dem. Rep. of the Congo,2651,0,8791
2014,Mozambique,Congo,12,0,30
2014,Mozambique,Cuba,1,0,3
2014,Mozambique,Eritrea,0,0,2
2014,Mozambique,Ethiopia,2,0,27
2014,Mozambique,Guinea,0,0,6
2014,Mozambique,Liberia,1,0,11
2014,Mozambique,Mauritania,0,0,1
2014,Mozambique,Palestinian,0,0,1
2014,Mozambique,Rwanda,796,0,1812
2014,Mozambique,Sudan,5,0,21
2014,Mozambique,Sierra Leone,1,0,7
2014,Mozambique,Somalia,89,0,2411
2014,Mozambique,Uganda,3,0,25
2014,Mauritania,Burkina Faso,1,0,1
2014,Mauritania,Central African Rep.,217,0,315
2014,Mauritania,Côte d'Ivoire,268,6,402
2014,Mauritania,Cameroon,1,0,24
2014,Mauritania,Dem. Rep. of the Congo,56,0,97
2014,Mauritania,Congo,9,0,12
2014,Mauritania,Western Sahara,26001,0,26001
2014,Mauritania,Ethiopia,6,0,6
2014,Mauritania,Guinea,5,0,10
2014,Mauritania,Gambia,2,0,2
2014,Mauritania,Iraq,28,0,28
2014,Mauritania,Liberia,1,0,1
2014,Mauritania,Mali,48912,4551,53466
2014,Mauritania,Nigeria,2,0,25
2014,Mauritania,Palestinian,11,0,14
2014,Mauritania,Rwanda,1,0,2
2014,Mauritania,Sudan,8,0,9
2014,Mauritania,Senegal,27,0,52
2014,Mauritania,Sierra Leone,0,0,2
2014,Mauritania,Somalia,4,0,4
2014,Mauritania,Syrian Arab Rep.,41,0,95
2014,Mauritania,Chad,4,0,4
2014,Mauritania,Togo,30,1,34
2014,Malawi,Angola,0,0,2
2014,Malawi,Burundi,1335,60,5488
2014,Malawi,Belgium,0,0,1
2014,Malawi,Brazil,0,0,2
2014,Malawi,Dem. Rep. of the Congo,2511,8,9939
2014,Malawi,Ethiopia,2,0,26
2014,Malawi,Kenya,0,0,1
2014,Malawi,Rwanda,1980,5,4915
2014,Malawi,Sudan,1,0,4
2014,Malawi,Somalia,45,0,61
2014,Malawi,Uganda,0,0,1
2014,Malawi,Zambia,0,0,6
2014,Malaysia,Afghanistan,184,0,396
2014,Malaysia,Angola,0,0,1
2014,Malaysia,United Arab Emirates,2,0,3
2014,Malaysia,Burundi,1,0,1
2014,Malaysia,Bangladesh,15,0,24
2014,Malaysia,Bhutan,2,0,2
2014,Malaysia,Central African Rep.,0,0,5
2014,Malaysia,China,51,0,70
2014,Malaysia,Côte d'Ivoire,2,0,4
2014,Malaysia,Cameroon,2,0,5
2014,Malaysia,Dem. Rep. of the Congo,10,0,12
2014,Malaysia,Congo,0,0,4
2014,Malaysia,Algeria,2,0,4
2014,Malaysia,Egypt,1,0,24
2014,Malaysia,Eritrea,5,0,8
2014,Malaysia,Ethiopia,4,0,10
2014,Malaysia,Fiji,3,0,3
2014,Malaysia,Guinea,2,0,8
2014,Malaysia,Indonesia,758,0,787
2014,Malaysia,India,0,0,5
2014,Malaysia,Iran (Islamic Rep. of),260,1,574
2014,Malaysia,Iraq,563,87,945
2014,Malaysia,Jordan,4,0,4
2014,Malaysia,Kenya,0,0,2
2014,Malaysia,Cambodia,52,0,54
2014,Malaysia,Kuwait,1,0,1
2014,Malaysia,Lebanon,3,0,3
2014,Malaysia,Liberia,8,0,16
2014,Malaysia,Sri Lanka,1587,2,3915
2014,Malaysia,Mali,3,0,16
2014,Malaysia,Myanmar,93866,0,139609
2014,Malaysia,Nigeria,3,0,5
2014,Malaysia,Nepal,4,0,5
2014,Malaysia,Oman,0,0,1
2014,Malaysia,Pakistan,235,1,1096
2014,Malaysia,Philippines,6,0,80009
2014,Malaysia,Palestinian,287,0,448
2014,Malaysia,Russian Federation,4,0,6
2014,Malaysia,Rwanda,1,0,1
2014,Malaysia,Saudi Arabia,0,0,4
2014,Malaysia,Sudan,80,1,139
2014,Malaysia,Senegal,0,0,1
2014,Malaysia,Singapore,0,0,1
2014,Malaysia,Sierra Leone,3,0,10
2014,Malaysia,Somalia,850,1,1097
2014,Malaysia,Syrian Arab Rep.,447,0,977
2014,Malaysia,Thailand,11,0,25
2014,Malaysia,Tibetan,2,0,2
2014,Malaysia,Timor-Leste,1,0,1
2014,Malaysia,Tunisia,0,0,1
2014,Malaysia,Turkey,0,0,1
2014,Malaysia,Uganda,1,0,2
2014,Malaysia,Uzbekistan,0,0,11
2014,Malaysia,Viet Nam,8,0,8
2014,Malaysia,Stateless,0,0,40000
2014,Malaysia,Yemen,45,0,346
2014,Malaysia,Zimbabwe,2,0,2
2014,Namibia,Angola,0,0,1660
2014,Namibia,Burundi,209,1,268
2014,Namibia,Bangladesh,0,0,1
2014,Namibia,Cameroon,6,0,9
2014,Namibia,Dem. Rep. of the Congo,1384,0,1993
2014,Namibia,Congo,3,0,4
2014,Namibia,Germany,0,0,1
2014,Namibia,Eritrea,1,0,2
2014,Namibia,Ethiopia,4,0,7
2014,Namibia,Kenya,1,0,5
2014,Namibia,Liberia,0,0,1
2014,Namibia,Mali,0,0,1
2014,Namibia,Nigeria,0,0,1
2014,Namibia,Rwanda,110,0,164
2014,Namibia,Sudan,1,0,2
2014,Namibia,Somalia,9,0,13
2014,Namibia,South Sudan,2,0,3
2014,Namibia,Togo,0,0,1
2014,Namibia,United Rep. of Tanzania,0,0,8
2014,Namibia,Uganda,5,0,7
2014,Namibia,Zimbabwe,32,0,100
2014,Niger,Central African Rep.,11,0,94
2014,Niger,Côte d'Ivoire,55,0,70
2014,Niger,Cameroon,6,0,6
2014,Niger,Dem. Rep. of the Congo,69,0,73
2014,Niger,Congo,3,0,3
2014,Niger,Iran (Islamic Rep. of),1,0,1
2014,Niger,Iraq,6,0,6
2014,Niger,Liberia,2,0,2
2014,Niger,Libya,1,0,3
2014,Niger,Mali,47466,6304,53770
2014,Niger,Nigeria,30000,0,100001
2014,Niger,Rwanda,26,0,26
2014,Niger,Sudan,9,0,9
2014,Niger,Somalia,9,0,9
2014,Niger,Syrian Arab Rep.,6,0,7
2014,Niger,Chad,158,0,158
2014,Niger,Togo,2,0,2
2014,Nigeria,Afghanistan,5,0,5
2014,Nigeria,Central African Rep.,77,0,189
2014,Nigeria,Côte d'Ivoire,108,0,160
2014,Nigeria,Cameroon,162,385,558
2014,Nigeria,Dem. Rep. of the Congo,531,0,879
2014,Nigeria,Congo,4,0,5
2014,Nigeria,Eritrea,3,0,20
2014,Nigeria,Ethiopia,2,0,3
2014,Nigeria,Ghana,1,0,2
2014,Nigeria,Guinea,17,0,22
2014,Nigeria,Guinea-Bissau,5,0,5
2014,Nigeria,Equatorial Guinea,2,0,2
2014,Nigeria,Iraq,0,0,1
2014,Nigeria,Lebanon,0,0,4
2014,Nigeria,Liberia,22,0,27
2014,Nigeria,Sri Lanka,2,0,2
2014,Nigeria,Mali,117,0,355
2014,Nigeria,Nigeria,0,0,1188018
2014,Nigeria,Palestinian,3,0,4
2014,Nigeria,Rwanda,1,0,1
2014,Nigeria,Sudan,49,0,51
2014,Nigeria,Senegal,0,0,1
2014,Nigeria,Sierra Leone,21,0,22
2014,Nigeria,Somalia,4,0,4
2014,Nigeria,Syrian Arab Rep.,11,0,28
2014,Nigeria,Chad,79,0,110
2014,Nigeria,Togo,13,0,20
2014,Nicaragua,Azerbaijan,0,0,1
2014,Nicaragua,Central African Rep.,1,0,1
2014,Nicaragua,Colombia,10,0,10
2014,Nicaragua,Costa Rica,1,0,1
2014,Nicaragua,Cuba,16,0,16
2014,Nicaragua,Germany,0,0,1
2014,Nicaragua,Dominican Rep.,0,0,1
2014,Nicaragua,Guatemala,12,0,13
2014,Nicaragua,Honduras,58,0,69
2014,Nicaragua,India,1,0,1
2014,Nicaragua,Peru,2,0,2
2014,Nicaragua,Palestinian,2,0,2
2014,Nicaragua,El Salvador,177,0,223
2014,Nicaragua,Stateless,0,0,1
2014,Netherlands,Afghanistan,6244,0,6543
2014,Netherlands,Angola,359,0,363
2014,Netherlands,Albania,15,0,36
2014,Netherlands,Andorra,1,0,1
2014,Netherlands,Armenia,811,0,892
2014,Netherlands,Azerbaijan,1136,0,1201
2014,Netherlands,Burundi,1131,0,1140
2014,Netherlands,Benin,7,0,8
2014,Netherlands,Burkina Faso,13,0,13
2014,Netherlands,Bangladesh,43,0,52
2014,Netherlands,Bulgaria,3,0,3
2014,Netherlands,Bahrain,2,0,2
2014,Netherlands,Bosnia and Herzegovina,151,9,211
2014,Netherlands,Belarus,105,0,113
2014,Netherlands,Brazil,1,0,1
2014,Netherlands,Bhutan,209,0,209
2014,Netherlands,Botswana,1,0,1
2014,Netherlands,Central African Rep.,8,0,11
2014,Netherlands,Switzerland,1,0,1
2014,Netherlands,Chile,2,0,2
2014,Netherlands,China,1259,0,1312
2014,Netherlands,Côte d'Ivoire,644,0,656
2014,Netherlands,Cameroon,154,0,171
2014,Netherlands,Dem. Rep. of the Congo,711,0,715
2014,Netherlands,Congo,692,0,733
2014,Netherlands,Colombia,273,0,275
2014,Netherlands,Cuba,16,0,21
2014,Netherlands,Germany,1,0,1
2014,Netherlands,Djibouti,8,0,9
2014,Netherlands,Algeria,35,0,46
2014,Netherlands,Ecuador,10,0,10
2014,Netherlands,Egypt,189,0,226
2014,Netherlands,Eritrea,6294,0,6485
2014,Netherlands,Spain,1,0,1
2014,Netherlands,Ethiopia,741,0,776
2014,Netherlands,France,1,0,1
2014,Netherlands,Gabon,3,0,4
2014,Netherlands,United Kingdom,1,0,1
2014,Netherlands,Georgia,89,0,153
2014,Netherlands,Ghana,4,0,13
2014,Netherlands,Guinea,805,0,838
2014,Netherlands,Gambia,34,0,45
2014,Netherlands,Guinea-Bissau,3,0,4
2014,Netherlands,Honduras,5,0,5
2014,Netherlands,Croatia,19,0,19
2014,Netherlands,Haiti,2,0,3
2014,Netherlands,Indonesia,23,0,24
2014,Netherlands,India,6,0,13
2014,Netherlands,Iran (Islamic Rep. of),4207,0,4453
2014,Netherlands,Iraq,14396,0,15101
2014,Netherlands,Israel,2,0,6
2014,Netherlands,Jamaica,99,0,105
2014,Netherlands,Jordan,12,0,20
2014,Netherlands,Japan,1,0,1
2014,Netherlands,Kazakhstan,98,0,99
2014,Netherlands,Kenya,39,0,39
2014,Netherlands,Kyrgyzstan,61,0,61
2014,Netherlands,Cambodia,31,0,31
2014,Netherlands,Rep. of Korea,4,0,4
2014,Netherlands,Kuwait,8,0,9
2014,Netherlands,Lao People's Dem. Rep.,33,0,33
2014,Netherlands,Lebanon,37,0,55
2014,Netherlands,Liberia,373,0,381
2014,Netherlands,Libya,336,0,389
2014,Netherlands,Sri Lanka,735,0,772
2014,Netherlands,Morocco,20,0,45
2014,Netherlands,Rep. of Moldova,5,0,7
2014,Netherlands,Mexico,3,0,5
2014,Netherlands,The former Yugoslav Republic of Macedonia,1,0,30
2014,Netherlands,Mali,19,0,29
2014,Netherlands,Myanmar,861,0,868
2014,Netherlands,Montenegro,2,0,4
2014,Netherlands,Mongolia,49,0,206
2014,Netherlands,Mauritania,10,0,10
2014,Netherlands,Malawi,3,0,3
2014,Netherlands,Malaysia,7,0,7
2014,Netherlands,Namibia,4,0,4
2014,Netherlands,Niger,23,0,27
2014,Netherlands,Nigeria,265,0,370
2014,Netherlands,Norway,1,0,1
2014,Netherlands,Nepal,441,0,461
2014,Netherlands,Pakistan,355,0,483
2014,Netherlands,Panama,1,0,1
2014,Netherlands,Peru,10,0,10
2014,Netherlands,Philippines,15,0,17
2014,Netherlands,Dem. People's Rep. of Korea,59,0,64
2014,Netherlands,Palestinian,142,0,164
2014,Netherlands,Romania,10,0,10
2014,Netherlands,Russian Federation,698,0,763
2014,Netherlands,Rwanda,252,0,260
2014,Netherlands,Saudi Arabia,21,0,21
2014,Netherlands,Sudan,1062,0,1163
2014,Netherlands,Senegal,29,0,34
2014,Netherlands,Sierra Leone,821,0,853
2014,Netherlands,El Salvador,2,0,3
2014,Netherlands,Somalia,18687,0,18839
2014,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),277,0,398
2014,Netherlands,Slovakia,3,0,3
2014,Netherlands,Sweden,1,0,1
2014,Netherlands,Swaziland,1,0,1
2014,Netherlands,Syrian Arab Rep.,8692,0,11015
2014,Netherlands,Chad,13,0,14
2014,Netherlands,Togo,110,0,112
2014,Netherlands,Tajikistan,47,0,51
2014,Netherlands,Turkmenistan,20,0,20
2014,Netherlands,Trinidad and Tobago,16,0,16
2014,Netherlands,Tunisia,29,0,34
2014,Netherlands,Turkey,423,0,444
2014,Netherlands,Tuvalu,1,0,1
2014,Netherlands,United Rep. of Tanzania,6,0,15
2014,Netherlands,Uganda,453,0,492
2014,Netherlands,Ukraine,52,0,155
2014,Netherlands,United States of America,1,0,6
2014,Netherlands,Uzbekistan,170,0,173
2014,Netherlands,Viet Nam,24,0,33
2014,Netherlands,Stateless,2079,0,5061
2014,Netherlands,Various/Unknown,3339,0,3511
2014,Netherlands,Yemen,66,0,88
2014,Netherlands,South Africa,3,0,6
2014,Netherlands,Zambia,7,0,8
2014,Netherlands,Zimbabwe,45,0,52
2014,Norway,Afghanistan,5454,0,6006
2014,Norway,Angola,76,0,84
2014,Norway,Albania,30,0,46
2014,Norway,United Arab Emirates,1,0,2
2014,Norway,Argentina,0,0,1
2014,Norway,Armenia,14,0,29
2014,Norway,Azerbaijan,46,0,58
2014,Norway,Burundi,278,0,301
2014,Norway,Belgium,1,0,1
2014,Norway,Benin,2,0,2
2014,Norway,Burkina Faso,4,0,4
2014,Norway,Bangladesh,13,0,67
2014,Norway,Bulgaria,11,0,11
2014,Norway,Bosnia and Herzegovina,19,0,20
2014,Norway,Belarus,22,0,30
2014,Norway,Brazil,0,0,4
2014,Norway,Brunei Darussalam,1,0,1
2014,Norway,Bhutan,5,0,6
2014,Norway,Central African Rep.,7,0,7
2014,Norway,China,666,0,674
2014,Norway,Côte d'Ivoire,37,0,46
2014,Norway,Cameroon,24,0,28
2014,Norway,Dem. Rep. of the Congo,318,0,336
2014,Norway,Congo,10,0,16
2014,Norway,Colombia,16,0,17
2014,Norway,Cuba,7,0,11
2014,Norway,Germany,1,0,1
2014,Norway,Djibouti,2,0,11
2014,Norway,Algeria,22,0,48
2014,Norway,Egypt,26,0,48
2014,Norway,Eritrea,11202,0,12871
2014,Norway,Western Sahara,1,0,1
2014,Norway,Spain,0,0,5
2014,Norway,Ethiopia,1884,0,2272
2014,Norway,Fiji,1,0,1
2014,Norway,France,0,0,3
2014,Norway,Gabon,0,0,1
2014,Norway,Georgia,9,0,18
2014,Norway,Ghana,4,0,16
2014,Norway,Guinea,59,0,76
2014,Norway,Gambia,14,0,22
2014,Norway,Guinea-Bissau,3,0,5
2014,Norway,Equatorial Guinea,1,0,2
2014,Norway,Greece,0,0,4
2014,Norway,Guatemala,8,0,8
2014,Norway,Honduras,0,0,4
2014,Norway,Croatia,5,0,5
2014,Norway,Haiti,2,0,2
2014,Norway,Hungary,4,0,8
2014,Norway,Indonesia,1,0,1
2014,Norway,India,9,0,13
2014,Norway,Iran (Islamic Rep. of),1479,0,1717
2014,Norway,Iraq,5190,254,5836
2014,Norway,Israel,14,0,15
2014,Norway,Italy,0,0,2
2014,Norway,Jordan,10,0,32
2014,Norway,Kazakhstan,21,0,28
2014,Norway,Kenya,13,0,22
2014,Norway,Kyrgyzstan,28,0,33
2014,Norway,Cambodia,1,0,1
2014,Norway,Rep. of Korea,2,0,2
2014,Norway,Kuwait,8,0,8
2014,Norway,Lebanon,38,0,54
2014,Norway,Liberia,40,0,50
2014,Norway,Libya,26,0,90
2014,Norway,Sri Lanka,314,0,349
2014,Norway,Morocco,28,0,73
2014,Norway,Rep. of Moldova,6,0,6
2014,Norway,Madagascar,0,0,1
2014,Norway,Mexico,0,0,2
2014,Norway,The former Yugoslav Republic of Macedonia,0,0,3
2014,Norway,Mali,7,0,9
2014,Norway,Myanmar,155,0,157
2014,Norway,Montenegro,4,0,8
2014,Norway,Mongolia,4,0,8
2014,Norway,Mozambique,1,0,1
2014,Norway,Mauritania,2,0,4
2014,Norway,Malaysia,2,0,3
2014,Norway,Niger,0,0,10
2014,Norway,Nigeria,181,0,285
2014,Norway,Netherlands,1,0,1
2014,Norway,Nepal,11,0,17
2014,Norway,Pakistan,101,0,218
2014,Norway,Philippines,8,0,11
2014,Norway,Poland,1,0,2
2014,Norway,Dem. People's Rep. of Korea,14,0,14
2014,Norway,Romania,7,0,11
2014,Norway,Russian Federation,2328,0,2459
2014,Norway,Rwanda,133,0,138
2014,Norway,Saudi Arabia,0,0,2
2014,Norway,Sudan,1254,0,1875
2014,Norway,Senegal,2,0,8
2014,Norway,Singapore,1,0,1
2014,Norway,Sierra Leone,18,0,25
2014,Norway,El Salvador,1,0,13
2014,Norway,Somalia,8901,0,9510
2014,Norway,Serbia and Kosovo (S/RES/1244 (1999)),471,0,511
2014,Norway,South Sudan,3,0,6
2014,Norway,Syrian Arab Rep.,2568,0,3396
2014,Norway,Chad,5,0,9
2014,Norway,Togo,10,0,10
